HoldPriorValue,TaxRollYr,TotalAssessedVal
57200,2006,57200
47800,2006,47800
49400,2006,49400
49700,2006,49700
50000,2006,50000
49600,2006,49600
48200,2006,48200
45400,2006,45400
42000,2006,42000
48200,2006,48200
39500,2006,39500
51600,2006,51600
60000,2006,60000
55200,2006,55200
53600,2006,53600
40900,2006,40900
49500,2006,49500
20000000,2006,20000000
71800,2006,71800
60400,2006,60400
63100,2006,63100
60000,2006,60000
55300,2006,55300
60100,2006,60100
59000,2006,59000
17460,2006,17460
17460,2006,17460
18270,2006,18270
18270,2006,18270
23760,2006,23760
23760,2006,23760
25020,2006,25020
25020,2006,25020
26000,2006,26000
26000,2006,26000
26000,2006,26000
26100,2006,26100
17460,2006,17460
17460,2006,17460
18270,2006,18270
18270,2006,18270
17460,2006,17460
17460,2006,17460
18270,2006,18270
18270,2006,18270
20790,2006,20790
20790,2006,20790
22050,2006,22050
22050,2006,22050
19350,2006,19350
19350,2006,19350
20700,2006,20700
20700,2006,20700
23760,2006,23760
23760,2006,23760
25020,2006,25020
25020,2006,25020
17460,2006,17460
17460,2006,17460
18270,2006,18270
18270,2006,18270
26100,2006,26100
26100,2006,26100
26000,2006,26000
35100,2006,35100
17460,2006,17460
17460,2006,17460
18270,2006,18270
18270,2006,18270
23760,2006,23760
23760,2006,23760
25020,2006,25020
25020,2006,25020
26760,2006,26760
26040,2006,26040
26040,2006,26040
26040,2006,26040
26040,2006,26040
26040,2006,26040
26040,2006,26040
26040,2006,26040
26040,2006,26040
26040,2006,26040
27420,2006,27420
26760,2006,26760
26040,2006,26040
26040,2006,26040
26040,2006,26040
27420,2006,27420
27420,2006,27420
27420,2006,27420
27420,2006,27420
26760,2006,26760
26760,2006,26760
26040,2006,26040
26040,2006,26040
26760,2006,26760
27420,2006,27420
27640,2006,27640
26040,2006,26040
26040,2006,26040
26040,2006,26040
26040,2006,26040
26760,2006,26760
26760,2006,26760
26040,2006,26040
26040,2006,26040
26040,2006,26040
26040,2006,26040
26040,2006,26040
26040,2006,26040
26760,2006,26760
26760,2006,26760
26040,2006,26040
30220,2006,30220
26760,2006,26760
26040,2006,26040
26040,2006,26040
26040,2006,26040
30040,2006,30040
26760,2006,26760
27420,2006,27420
26040,2006,26040
27420,2006,27420
26760,2006,26760
26040,2006,26040
26760,2006,26760
26760,2006,26760
26040,2006,26040
26040,2006,26040
26040,2006,26040
26040,2006,26040
26760,2006,26760
26760,2006,26760
27420,2006,27420
26760,2006,26760
26040,2006,26040
26040,2006,26040
26760,2006,26760
26760,2006,26760
27040,2006,27040
26040,2006,26040
27420,2006,27420
26760,2006,26760
26040,2006,26040
26040,2006,26040
27420,2006,27420
26700,2006,26700
25980,2006,25980
25980,2006,25980
25980,2006,25980
25980,2006,25980
25980,2006,25980
25980,2006,25980
25980,2006,25980
25980,2006,25980
25980,2006,25980
26700,2006,26700
26700,2006,26700
26700,2006,26700
25980,2006,25980
26700,2006,26700
26700,2006,26700
27690,2006,27690
25980,2006,25980
26700,2006,26700
26700,2006,26700
25980,2006,25980
26700,2006,26700
27360,2006,27360
25980,2006,25980
25980,2006,25980
25980,2006,25980
25980,2006,25980
26700,2006,26700
27360,2006,27360
25980,2006,25980
26700,2006,26700
26700,2006,26700
27360,2006,27360
27360,2006,27360
25980,2006,25980
25980,2006,25980
25980,2006,25980
25980,2006,25980
25980,2006,25980
25980,2006,25980
25980,2006,25980
25980,2006,25980
27360,2006,27360
52300,2006,52300
71400,2006,71400
67300,2006,67300
73100,2006,73100
59200,2006,59200
61400,2006,61400
60000,2006,60000
61500,2006,61500
45100,2006,45100
43800,2006,43800
44300,2006,44300
38200,2006,38200
57200,2006,57200
40200,2006,40200
40000,2006,40000
64800,2006,64800
56000,2006,56000
44300,2006,44300
51800,2006,51800
40700,2006,40700
38600,2006,38600
38200,2006,38200
42000,2006,42000
53400,2006,53400
46600,2006,46600
50100,2006,50100
47700,2006,47700
65300,2006,65300
39900,2006,39900
46200,2006,46200
41400,2006,41400
44100,2006,44100
31600,2006,31600
35800,2006,35800
43200,2006,43200
38100,2006,38100
40800,2006,40800
40000,2006,40000
44900,2006,44900
31900,2006,31900
38500,2006,38500
37600,2006,37600
43700,2006,43700
45000,2006,45000
43600,2006,43600
44100,2006,44100
44100,2006,44100
56900,2006,56900
49000,2006,49000
61000,2006,61000
59800,2006,59800
48500,2006,48500
32900,2006,32900
41400,2006,41400
40600,2006,40600
35800,2006,35800
43900,2006,43900
43700,2006,43700
43100,2006,43100
49900,2006,49900
45000,2006,45000
44800,2006,44800
47400,2006,47400
45500,2006,45500
54300,2006,54300
46800,2006,46800
52000,2006,52000
43200,2006,43200
46300,2006,46300
51000,2006,51000
53600,2006,53600
50800,2006,50800
44500,2006,44500
40700,2006,40700
41200,2006,41200
41400,2006,41400
52800,2006,52800
43100,2006,43100
41700,2006,41700
10400,2006,10400
39600,2006,39600
46000,2006,46000
52300,2006,52300
48400,2006,48400
48400,2006,48400
34500,2006,34500
43200,2006,43200
43400,2006,43400
49000,2006,49000
54500,2006,54500
51900,2006,51900
50500,2006,50500
46500,2006,46500
43000,2006,43000
42600,2006,42600
42400,2006,42400
38500,2006,38500
41400,2006,41400
40500,2006,40500
41400,2006,41400
39800,2006,39800
56100,2006,56100
47000,2006,47000
43800,2006,43800
44100,2006,44100
44800,2006,44800
50050,2006,50050
40400,2006,40400
44200,2006,44200
42900,2006,42900
44400,2006,44400
35400,2006,35400
40600,2006,40600
33800,2006,33800
49300,2006,49300
59800,2006,59800
45800,2006,45800
40800,2006,40800
43600,2006,43600
38500,2006,38500
54800,2006,54800
42500,2006,42500
3900,2006,3900
54300,2006,54300
49300,2006,49300
44300,2006,44300
52000,2006,52000
45300,2006,45300
61200,2006,61200
48200,2006,48200
52500,2006,52500
35600,2006,35600
40500,2006,40500
39000,2006,39000
37900,2006,37900
37900,2006,37900
41400,2006,41400
46200,2006,46200
55600,2006,55600
46900,2006,46900
49400,2006,49400
42500,2006,42500
40200,2006,40200
59300,2006,59300
52950,2006,52950
51600,2006,51600
53100,2006,53100
42400,2006,42400
52600,2006,52600
39000,2006,39000
38700,2006,38700
55600,2006,55600
47200,2006,47200
48000,2006,48000
42500,2006,42500
36000,2006,36000
56800,2006,56800
61300,2006,61300
62000,2006,62000
36000,2006,36000
33800,2006,33800
38900,2006,38900
41700,2006,41700
1700000,2006,1700000
43500,2006,43500
45800,2006,45800
44600,2006,44600
60000,2006,60000
44600,2006,44600
43800,2006,43800
288600,2006,288600
59200,2006,59200
16200,2006,16200
56500,2006,56500
60400,2006,60400
63700,2006,63700
63800,2006,63800
66200,2006,66200
58800,2006,58800
60400,2006,60400
59600,2006,59600
61000,2006,61000
69300,2006,69300
58800,2006,58800
20350,2006,20350
20350,2006,20350
20350,2006,20350
20350,2006,20350
20350,2006,20350
20350,2006,20350
20350,2006,20350
20350,2006,20350
20350,2006,20350
20350,2006,20350
20350,2006,20350
20350,2006,20350
20350,2006,20350
20350,2006,20350
20350,2006,20350
20350,2006,20350
22000,2006,22000
20350,2006,20350
20350,2006,20350
20350,2006,20350
20350,2006,20350
20350,2006,20350
20350,2006,20350
20350,2006,20350
18500,2006,18500
18500,2006,18500
18500,2006,18500
18500,2006,18500
20350,2006,20350
20350,2006,20350
20350,2006,20350
20350,2006,20350
20350,2006,20350
20350,2006,20350
20350,2006,20350
20350,2006,20350
20350,2006,20350
20350,2006,20350
20350,2006,20350
20350,2006,20350
25989,2006,25989
25989,2006,25989
25989,2006,25989
25989,2006,25989
25989,2006,25989
25989,2006,25989
25989,2006,25989
25989,2006,25989
22505,2006,22505
22505,2006,22505
22505,2006,22505
22505,2006,22505
25989,2006,25989
25989,2006,25989
25989,2006,25989
25989,2006,25989
22505,2006,22505
22505,2006,22505
22505,2006,22505
22505,2006,22505
25989,2006,25989
25989,2006,25989
25989,2006,25989
25989,2006,25989
24294,2006,24294
25989,2006,25989
25989,2006,25989
25989,2006,25989
25989,2006,25989
25989,2006,25989
25989,2006,25989
25989,2006,25989
25989,2006,25989
25989,2006,25989
25989,2006,25989
25989,2006,25989
27689,2006,27689
25989,2006,25989
25989,2006,25989
25989,2006,25989
22505,2006,22505
22505,2006,22505
22505,2006,22505
22505,2006,22505
25695,2006,25695
25695,2006,25695
25972,2006,25972
25972,2006,25972
27445,2006,27445
27445,2006,27445
27721,2006,27721
27721,2006,27721
27445,2006,27445
27445,2006,27445
27721,2006,27721
27721,2006,27721
25695,2006,25695
25695,2006,25695
25972,2006,25972
27240,2006,27240
25695,2006,25695
25695,2006,25695
25972,2006,25972
25972,2006,25972
25695,2006,25695
25695,2006,25695
25972,2006,25972
27072,2006,27072
25695,2006,25695
25695,2006,25695
25972,2006,25972
25972,2006,25972
25695,2006,25695
25695,2006,25695
25972,2006,25972
25972,2006,25972
27445,2006,27445
27445,2006,27445
27721,2006,27721
27721,2006,27721
27445,2006,27445
27445,2006,27445
27721,2006,27721
27721,2006,27721
27445,2006,27445
27445,2006,27445
27721,2006,27721
27721,2006,27721
25695,2006,25695
27900,2006,27900
25972,2006,25972
25972,2006,25972
35000,2006,35000
35000,2006,35000
35000,2006,35000
35000,2006,35000
23900,2006,23900
23900,2006,23900
24500,2006,24500
24500,2006,24500
22800,2006,22800
25800,2006,25800
23400,2006,23400
23400,2006,23400
19900,2006,19900
19900,2006,19900
20600,2006,20600
20600,2006,20600
18800,2006,18800
18800,2006,18800
20600,2006,20600
20600,2006,20600
22800,2006,22800
22800,2006,22800
23400,2006,23400
23400,2006,23400
22400,2006,22400
22400,2006,22400
23100,2006,23100
23100,2006,23100
22400,2006,22400
22400,2006,22400
23100,2006,23100
23100,2006,23100
35000,2006,35000
35000,2006,35000
35000,2006,35000
35000,2006,35000
22400,2006,22400
22400,2006,22400
23100,2006,23100
23100,2006,23100
22400,2006,22400
22400,2006,22400
23100,2006,23100
23100,2006,23100
19900,2006,19900
19900,2006,19900
20600,2006,20600
20600,2006,20600
20800,2006,20800
20800,2006,20800
21100,2006,21100
21100,2006,21100
22400,2006,22400
22400,2006,22400
23100,2006,23100
23100,2006,23100
20800,2006,20800
20800,2006,20800
21100,2006,21100
21100,2006,21100
32050,2006,32050
32050,2006,32050
32050,2006,32050
32050,2006,32050
32050,2006,32050
32050,2006,32050
32050,2006,32050
32050,2006,32050
32050,2006,32050
32050,2006,32050
32050,2006,32050
32050,2006,32050
32050,2006,32050
32050,2006,32050
32050,2006,32050
32050,2006,32050
32050,2006,32050
32050,2006,32050
32050,2006,32050
32050,2006,32050
32050,2006,32050
32050,2006,32050
32950,2006,32950
32050,2006,32050
32050,2006,32050
31550,2006,31550
31550,2006,31550
31550,2006,31550
31550,2006,31550
31550,2006,31550
31550,2006,31550
31550,2006,31550
31550,2006,31550
32050,2006,32050
32050,2006,32050
32050,2006,32050
32050,2006,32050
32050,2006,32050
1064000,2006,1064000
1731450,2006,1731450
19710,2006,19710
19710,2006,19710
21300,2006,21300
21300,2006,21300
24640,2006,24640
25740,2006,25740
25340,2006,25340
25340,2006,25340
17600,2006,17600
17600,2006,17600
18390,2006,18390
18390,2006,18390
17600,2006,17600
17600,2006,17600
18390,2006,18390
18390,2006,18390
24640,2006,24640
24640,2006,24640
25340,2006,25340
25340,2006,25340
19710,2006,19710
19710,2006,19710
21300,2006,21300
21300,2006,21300
19710,2006,19710
19710,2006,19710
21300,2006,21300
21300,2006,21300
26780,2006,26780
25780,2006,25780
25960,2006,25960
25960,2006,25960
19710,2006,19710
19710,2006,19710
21300,2006,21300
21300,2006,21300
19710,2006,19710
19710,2006,19710
21300,2006,21300
21300,2006,21300
23230,2006,23230
23230,2006,23230
23580,2006,23580
23580,2006,23580
24640,2006,24640
24640,2006,24640
25340,2006,25340
25340,2006,25340
17600,2006,17600
17600,2006,17600
18390,2006,18390
18390,2006,18390
24640,2006,24640
24640,2006,24640
25340,2006,25340
25340,2006,25340
19710,2006,19710
19710,2006,19710
21300,2006,21300
21300,2006,21300
19710,2006,19710
19710,2006,19710
21300,2006,21300
21300,2006,21300
24640,2006,24640
24640,2006,24640
25340,2006,25340
25340,2006,25340
19710,2006,19710
19710,2006,19710
21300,2006,21300
21300,2006,21300
19710,2006,19710
20410,2006,20410
21300,2006,21300
21300,2006,21300
24640,2006,24640
24640,2006,24640
25340,2006,25340
25340,2006,25340
17600,2006,17600
17600,2006,17600
18390,2006,18390
18390,2006,18390
17600,2006,17600
17600,2006,17600
18390,2006,18390
18390,2006,18390
23230,2006,23230
23230,2006,23230
23580,2006,23580
23580,2006,23580
24640,2006,24640
24640,2006,24640
25340,2006,25340
25340,2006,25340
25780,2006,25780
25780,2006,25780
25960,2006,25960
25960,2006,25960
19710,2006,19710
19710,2006,19710
21300,2006,21300
21300,2006,21300
24640,2006,24640
24640,2006,24640
25340,2006,25340
25340,2006,25340
23230,2006,23230
23230,2006,23230
23580,2006,23580
23580,2006,23580
24640,2006,24640
24640,2006,24640
25340,2006,25340
25340,2006,25340
19710,2006,19710
19710,2006,19710
21300,2006,21300
21300,2006,21300
19710,2006,19710
20570,2006,20570
21300,2006,21300
21300,2006,21300
17600,2006,17600
17600,2006,17600
18390,2006,18390
18390,2006,18390
19710,2006,19710
19710,2006,19710
21300,2006,21300
21300,2006,21300
19710,2006,19710
19710,2006,19710
21300,2006,21300
21300,2006,21300
17600,2006,17600
17600,2006,17600
18390,2006,18390
18390,2006,18390
19710,2006,19710
19710,2006,19710
21300,2006,21300
21300,2006,21300
19710,2006,19710
19710,2006,19710
21300,2006,21300
21300,2006,21300
23230,2006,23230
23230,2006,23230
23580,2006,23580
23580,2006,23580
61800,2006,61800
60500,2006,60500
65300,2006,65300
63900,2006,63900
62900,2006,62900
68500,2006,68500
63200,2006,63200
60500,2006,60500
61300,2006,61300
56300,2006,56300
65300,2006,65300
57500,2006,57500
63600,2006,63600
69900,2006,69900
56700,2006,56700
62000,2006,62000
61300,2006,61300
60400,2006,60400
84400,2006,84400
58400,2006,58400
59400,2006,59400
65000,2006,65000
56400,2006,56400
69700,2006,69700
58500,2006,58500
56700,2006,56700
60100,2006,60100
1120000,2006,1120000
1050000,2006,1050000
43300,2006,43300
46900,2006,46900
44500,2006,44500
51000,2006,51000
44800,2006,44800
48200,2006,48200
45000,2006,45000
46900,2006,46900
49500,2006,49500
45300,2006,45300
43600,2006,43600
43300,2006,43300
43900,2006,43900
43200,2006,43200
43700,2006,43700
48000,2006,48000
45600,2006,45600
43800,2006,43800
41900,2006,41900
45700,2006,45700
49300,2006,49300
49100,2006,49100
48600,2006,48600
53800,2006,53800
47400,2006,47400
47400,2006,47400
52100,2006,52100
50300,2006,50300
50000,2006,50000
48800,2006,48800
48500,2006,48500
48800,2006,48800
45100,2006,45100
46500,2006,46500
45400,2006,45400
46900,2006,46900
46300,2006,46300
45300,2006,45300
46900,2006,46900
48400,2006,48400
59100,2006,59100
48600,2006,48600
48200,2006,48200
47300,2006,47300
50000,2006,50000
46900,2006,46900
67300,2006,67300
45300,2006,45300
43000,2006,43000
64000,2006,64000
50800,2006,50800
49200,2006,49200
47300,2006,47300
46800,2006,46800
53200,2006,53200
48500,2006,48500
46800,2006,46800
48200,2006,48200
43100,2006,43100
46300,2006,46300
45600,2006,45600
43600,2006,43600
48000,2006,48000
41100,2006,41100
46400,2006,46400
53000,2006,53000
51500,2006,51500
47600,2006,47600
43000,2006,43000
45700,2006,45700
43400,2006,43400
42700,2006,42700
45200,2006,45200
46400,2006,46400
44000,2006,44000
53600,2006,53600
47700,2006,47700
46100,2006,46100
47300,2006,47300
42900,2006,42900
46900,2006,46900
43700,2006,43700
43600,2006,43600
43000,2006,43000
45800,2006,45800
52000,2006,52000
42000,2006,42000
42600,2006,42600
43100,2006,43100
49600,2006,49600
42800,2006,42800
45600,2006,45600
56300,2006,56300
58800,2006,58800
56900,2006,56900
65900,2006,65900
54500,2006,54500
69600,2006,69600
56600,2006,56600
54000,2006,54000
56400,2006,56400
54600,2006,54600
17920,2006,17920
15200,2006,15200
19120,2006,19120
16880,2006,16880
16000,2006,16000
17920,2006,17920
16880,2006,16880
19120,2006,19120
17920,2006,17920
15200,2006,15200
19120,2006,19120
16880,2006,16880
16000,2006,16000
17920,2006,17920
16880,2006,16880
19120,2006,19120
17920,2006,17920
15200,2006,15200
19120,2006,19120
16880,2006,16880
23760,2006,23760
23760,2006,23760
23760,2006,23760
23760,2006,23760
23760,2006,23760
23760,2006,23760
23760,2006,23760
23760,2006,23760
22080,2006,22080
22080,2006,22080
22480,2006,22480
22480,2006,22480
22080,2006,22080
22080,2006,22080
22480,2006,22480
22480,2006,22480
23760,2006,23760
23760,2006,23760
23760,2006,23760
23760,2006,23760
23760,2006,23760
23760,2006,23760
23760,2006,23760
23760,2006,23760
17920,2006,17920
15200,2006,15200
19120,2006,19120
16880,2006,16880
10000,2006,10000
18358,2006,18358
19350,2006,19350
18358,2006,18358
19350,2006,19350
18358,2006,18358
19350,2006,19350
18358,2006,18358
19350,2006,19350
17812,2006,17812
21756,2006,21756
20963,2006,20963
23741,2006,23741
26123,2006,26123
26123,2006,26123
27164,2006,27164
27164,2006,27164
26123,2006,26123
26123,2006,26123
27164,2006,27164
27164,2006,27164
21285,2006,21285
17291,2006,17291
22476,2006,22476
19673,2006,19673
18209,2006,18209
22228,2006,22228
20963,2006,20963
23741,2006,23741
26123,2006,26123
26123,2006,26123
27164,2006,27164
27164,2006,27164
26123,2006,26123
26123,2006,26123
27164,2006,27164
27164,2006,27164
22228,2006,22228
18209,2006,18209
23741,2006,23741
20963,2006,20963
16621,2006,16621
20566,2006,20566
19028,2006,19028
21756,2006,21756
16621,2006,16621
20566,2006,20566
19028,2006,19028
21756,2006,21756
21285,2006,21285
17291,2006,17291
23741,2006,23741
20963,2006,20963
23989,2006,23989
23989,2006,23989
24783,2006,24783
24783,2006,24783
18358,2006,18358
19350,2006,19350
18358,2006,18358
19350,2006,19350
18358,2006,18358
19350,2006,19350
18358,2006,18358
19350,2006,19350
17920,2006,17920
16000,2006,16000
19120,2006,19120
16880,2006,16880
17920,2006,17920
15200,2006,15200
19120,2006,19120
16880,2006,16880
17920,2006,17920
15200,2006,15200
19120,2006,19120
16880,2006,16880
17920,2006,17920
15200,2006,15200
19120,2006,19120
16880,2006,16880
22080,2006,22080
22080,2006,22080
22480,2006,22480
22480,2006,22480
15200,2006,15200
17920,2006,17920
16880,2006,16880
19120,2006,19120
22080,2006,22080
22080,2006,22080
22480,2006,22480
22480,2006,22480
19120,2006,19120
16880,2006,16880
17920,2006,17920
15200,2006,15200
15200,2006,15200
17920,2006,17920
16880,2006,16880
19120,2006,19120
22080,2006,22080
22080,2006,22080
22480,2006,22480
22480,2006,22480
17920,2006,17920
15200,2006,15200
19120,2006,19120
16880,2006,16880
22080,2006,22080
22080,2006,22080
22480,2006,22480
22480,2006,22480
15200,2006,15200
17920,2006,17920
16880,2006,16880
19120,2006,19120
15200,2006,15200
17920,2006,17920
16880,2006,16880
19120,2006,19120
15200,2006,15200
17920,2006,17920
15880,2006,15880
19120,2006,19120
17920,2006,17920
16000,2006,16000
19120,2006,19120
16880,2006,16880
23760,2006,23760
23760,2006,23760
23760,2006,23760
23760,2006,23760
23760,2006,23760
23760,2006,23760
23760,2006,23760
23760,2006,23760
23760,2006,23760
23760,2006,23760
23760,2006,23760
23760,2006,23760
17920,2006,17920
15200,2006,15200
19120,2006,19120
16880,2006,16880
15200,2006,15200
17920,2006,17920
19120,2006,19120
16880,2006,16880
24000,2006,24000
24000,2006,24000
24000,2006,24000
24000,2006,24000
24000,2006,24000
24000,2006,24000
24000,2006,24000
24000,2006,24000
15200,2006,15200
17920,2006,17920
16880,2006,16880
19120,2006,19120
51900,2006,51900
54300,2006,54300
53300,2006,53300
53800,2006,53800
52000,2006,52000
54600,2006,54600
54600,2006,54600
54800,2006,54800
58400,2006,58400
56300,2006,56300
55700,2006,55700
54600,2006,54600
54400,2006,54400
54900,2006,54900
54400,2006,54400
67100,2006,67100
55000,2006,55000
57000,2006,57000
260100,2006,260100
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
17112,2006,17112
17112,2006,17112
17756,2006,17756
17756,2006,17756
20424,2006,20424
20424,2006,20424
21620,2006,21620
21620,2006,21620
23276,2006,23276
23276,2006,23276
24380,2006,24380
24380,2006,24380
16560,2006,16560
16560,2006,16560
17020,2006,17020
17020,2006,17020
24104,2006,24104
24104,2006,24104
24656,2006,24656
24656,2006,24656
18860,2006,18860
18860,2006,18860
20240,2006,20240
20240,2006,20240
24104,2006,24104
24104,2006,24104
24656,2006,24656
24656,2006,24656
17112,2006,17112
17112,2006,17112
17756,2006,17756
17756,2006,17756
17756,2006,17756
17756,2006,17756
17756,2006,17756
17756,2006,17756
20424,2006,20424
20424,2006,20424
21620,2006,21620
21620,2006,21620
18860,2006,18860
18860,2006,18860
20240,2006,20240
20240,2006,20240
18860,2006,18860
18860,2006,18860
20240,2006,20240
20240,2006,20240
1800000,2006,1800000
72200,2006,72200
68800,2006,68800
72000,2006,72000
64800,2006,64800
63300,2006,63300
66700,2006,66700
71600,2006,71600
66900,2006,66900
61600,2006,61600
80100,2006,80100
67800,2006,67800
74800,2006,74800
63600,2006,63600
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
1309500,2006,1309500
64400,2006,64400
58900,2006,58900
61100,2006,61100
62800,2006,62800
56800,2006,56800
63800,2006,63800
14400,2006,14400
1620000,2006,1620000
10400,2006,10400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
30400,2006,30400
79200,2006,79200
83900,2006,83900
55500,2006,55500
74280,2006,74280
72700,2006,72700
60400,2006,60400
84600,2006,84600
71000,2006,71000
80700,2006,80700
72000,2006,72000
72000,2006,72000
83400,2006,83400
55900,2006,55900
86400,2006,86400
54500,2006,54500
58100,2006,58100
81300,2006,81300
83600,2006,83600
73900,2006,73900
83300,2006,83300
60000,2006,60000
18600,2006,18600
16600,2006,16600
17700,2006,17700
15000,2006,15000
25100,2006,25100
25100,2006,25100
25100,2006,25100
25100,2006,25100
25100,2006,25100
25100,2006,25100
25100,2006,25100
25100,2006,25100
16700,2006,16700
16700,2006,16700
16700,2006,16700
16700,2006,16700
16700,2006,16700
16700,2006,16700
16700,2006,16700
16700,2006,16700
16700,2006,16700
16700,2006,16700
16700,2006,16700
16700,2006,16700
16700,2006,16700
16700,2006,16700
16700,2006,16700
16700,2006,16700
25100,2006,25100
25100,2006,25100
25100,2006,25100
25100,2006,25100
25100,2006,25100
25100,2006,25100
25100,2006,25100
25100,2006,25100
16600,2006,16600
18600,2006,18600
15000,2006,15000
17700,2006,17700
19800,2006,19800
16600,2006,16600
18900,2006,18900
15000,2006,15000
17900,2006,17900
19800,2006,19800
16100,2006,16100
19000,2006,19000
18000,2006,18000
16800,2006,16800
19800,2006,19800
19000,2006,19000
19800,2006,19800
19000,2006,19000
17900,2006,17900
16100,2006,16100
22900,2006,22900
22400,2006,22400
22900,2006,22900
22400,2006,22400
22900,2006,22900
22400,2006,22400
22900,2006,22900
22400,2006,22400
21300,2006,21300
20900,2006,20900
21300,2006,21300
20900,2006,20900
21300,2006,21300
20900,2006,20900
21300,2006,21300
20900,2006,20900
21300,2006,21300
20900,2006,20900
21300,2006,21300
20900,2006,20900
21300,2006,21300
20900,2006,20900
21300,2006,21300
20900,2006,20900
16600,2006,16600
15000,2006,15000
18600,2006,18600
17700,2006,17700
18600,2006,18600
17700,2006,17700
16600,2006,16600
15700,2006,15700
18600,2006,18600
17700,2006,17700
16600,2006,16600
15000,2006,15000
16600,2006,16600
15000,2006,15000
18600,2006,18600
17700,2006,17700
51000,2006,51000
67100,2006,67100
58000,2006,58000
68600,2006,68600
71900,2006,71900
68700,2006,68700
71700,2006,71700
80000,2006,80000
74800,2006,74800
63500,2006,63500
63300,2006,63300
67700,2006,67700
71200,2006,71200
62400,2006,62400
66600,2006,66600
73000,2006,73000
67300,2006,67300
62300,2006,62300
78500,2006,78500
67100,2006,67100
72500,2006,72500
62400,2006,62400
68600,2006,68600
62100,2006,62100
71900,2006,71900
68700,2006,68700
73200,2006,73200
74300,2006,74300
67300,2006,67300
72600,2006,72600
74000,2006,74000
68000,2006,68000
90000,2006,90000
70100,2006,70100
70700,2006,70700
72900,2006,72900
77200,2006,77200
78300,2006,78300
67900,2006,67900
95900,2006,95900
69100,2006,69100
73600,2006,73600
62100,2006,62100
72000,2006,72000
82500,2006,82500
66900,2006,66900
73300,2006,73300
85500,2006,85500
71800,2006,71800
69100,2006,69100
79000,2006,79000
69900,2006,69900
71100,2006,71100
75500,2006,75500
63600,2006,63600
64900,2006,64900
57800,2006,57800
74500,2006,74500
81400,2006,81400
84000,2006,84000
82500,2006,82500
99100,2006,99100
84300,2006,84300
68000,2006,68000
82500,2006,82500
67200,2006,67200
88300,2006,88300
82200,2006,82200
76800,2006,76800
84400,2006,84400
72500,2006,72500
84200,2006,84200
75700,2006,75700
83400,2006,83400
59600,2006,59600
61100,2006,61100
62500,2006,62500
83300,2006,83300
74100,2006,74100
63200,2006,63200
64900,2006,64900
59200,2006,59200
68000,2006,68000
57900,2006,57900
60900,2006,60900
77900,2006,77900
63300,2006,63300
56500,2006,56500
60100,2006,60100
56000,2006,56000
55700,2006,55700
59200,2006,59200
65000,2006,65000
73500,2006,73500
78000,2006,78000
71100,2006,71100
70700,2006,70700
64100,2006,64100
70400,2006,70400
57400,2006,57400
72900,2006,72900
75100,2006,75100
74400,2006,74400
58900,2006,58900
63300,2006,63300
80700,2006,80700
73500,2006,73500
54000,2006,54000
69400,2006,69400
58800,2006,58800
55400,2006,55400
54000,2006,54000
1200,2006,1200
57300,2006,57300
53700,2006,53700
60000,2006,60000
60700,2006,60700
56600,2006,56600
58300,2006,58300
59000,2006,59000
58400,2006,58400
53500,2006,53500
50800,2006,50800
56000,2006,56000
53800,2006,53800
58900,2006,58900
64600,2006,64600
65500,2006,65500
56400,2006,56400
59100,2006,59100
2578,2006,2578
2849,2006,2849
346965,2006,346965
2916,2006,2916
47770,2006,47770
887581,2006,887581
187706,2006,187706
2671,2006,2671
11843,2006,11843
2345,2006,2345
2703,2006,2703
5578,2006,5578
3365,2006,3365
1800,2006,1800
43200,2006,43200
7200,2006,7200
151456,2006,151456
0,2006,0
68640,2006,68640
23210,2006,23210
5150,2006,5150
11660,2006,11660
31880,2006,31880
11980,2006,11980
9550,2006,9550
140,2006,140
5430,2006,5430
84240,2006,84240
303400,2006,303400
3400,2006,3400
6200,2006,6200
48080,2006,48080
350000,2006,350000
200000,2006,200000
480000,2006,480000
